VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,Value,OBS_STATUS
HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2021,,17.27,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2021,,10.81,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2021,,5.5,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2021,,24.78,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2021,,13.03,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHE,Switzerland,2021,,31.71,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHE,Switzerland,2021,,11.95,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,TUR,Türkiye,2021,,18.38,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,TUR,Türkiye,2021,,17.17,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,TUR,Türkiye,2021,,11.38,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,USA,United States,2021,,18.47,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,USA,United States,2021,,13.5,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,USA,United States,2021,,4.21,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,USA,United States,2021,,9.46,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CHL,Chile,2021,,10.93,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,EST,Estonia,2021,,20.29,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,EST,Estonia,2021,,15.03,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,EST,Estonia,2021,,15.03,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,EST,Estonia,2021,,1.5,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISR,Israel,2021,,9.18,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISR,Israel,2021,,4.8,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISR,Israel,2021,,3.95,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ISR,Israel,2021,,2.77,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVN,Slovenia,2021,,13.76,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVN,Slovenia,2021,,5.69,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,SVN,Slovenia,2021,,12.33,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LTU,Lithuania,2021,,67.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LVA,Latvia,2021,,56.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LTU,Lithuania,2021,,23.92,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LVA,Latvia,2021,,13.8,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LTU,Lithuania,2021,,67.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LVA,Latvia,2021,,26.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LVA,Latvia,2021,,29.72,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LTU,Lithuania,2021,,77.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LTU,Lithuania,2021,,23.92,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LTU,Lithuania,2021,,27.49,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LVA,Latvia,2021,,44.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LVA,Latvia,2021,,23.35,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CRI,Costa Rica,2021,,30.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2021,,5.81,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2021,,8.52,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CRI,Costa Rica,2021,,44.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ROU,Romania,2021,,558.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BGR,Bulgaria,2021,,182.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2021,,49.58,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ROU,Romania,2021,,10.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2021,,32.86,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ROU,Romania,2021,,0.52,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HRV,Croatia,2021,,68.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BGR,Bulgaria,2021,,341.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ROU,Romania,2021,,14.12,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ROU,Romania,2021,,385.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,HRV,Croatia,2021,,1.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2021,,26.46,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ROU,Romania,2021,,29.18,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,HRV,Croatia,2021,,7.6,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,HRV,Croatia,2021,,59.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,BGR,Bulgaria,2021,,226.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ROU,Romania,2021,,20.13,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ROU,Romania,2021,,270.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,HRV,Croatia,2021,,0.25,A
HOSPGHOS,General hospitals,NOMBRENB,Number,HRV,Croatia,2021,,30.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HRV,Croatia,2021,,17.22,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,HRV,Croatia,2021,,14.94,A
HOSPTHOS,Hospitals,NOMBRENB,Number,AUS,Australia,2014,,1322.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,AUS,Australia,2014,,928.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,AUS,Australia,2014,,698.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,AUT,Austria,2014,,284.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,AUT,Austria,2014,,121.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,AUT,Austria,2014,,159.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,AUT,Austria,2014,,42.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BEL,Belgium,2014,,180.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BEL,Belgium,2014,,124.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,BEL,Belgium,2014,,41.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,BEL,Belgium,2014,,139.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CAN,Canada,2014,,720.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CAN,Canada,2014,,586.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CAN,Canada,2014,,713.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,CZE,Czechia,2014,,3.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,FIN,Finland,2014,,258.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,FIN,Finland,2014,,128.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,FIN,Finland,2014,,190.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,FRA,France,2014,,3113.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,FRA,France,2014,,1984.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,FRA,France,2014,,1418.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,FRA,France,2014,,683.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,DEU,Germany,2014,,3138.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,DEU,Germany,2014,,1646.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,DEU,Germany,2014,,818.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,DEU,Germany,2014,,997.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,GRC,Greece,2014,,283.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,GRC,Greece,2014,,176.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,GRC,Greece,2014,,124.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,GRC,Greece,2014,,4.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HUN,Hungary,2014,,174.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISL,Iceland,2014,,8.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISL,Iceland,2014,,8.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISL,Iceland,2014,,8.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ITA,Italy,2014,,1121.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ITA,Italy,2014,,957.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ITA,Italy,2014,,461.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ITA,Italy,2014,,35.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,JPN,Japan,2014,,8493.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,JPN,Japan,2014,,7426.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,JPN,Japan,2014,,1560.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,KOR,Korea,2014,,3672.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,KOR,Korea,2014,,1757.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,KOR,Korea,2014,,210.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,KOR,Korea,2014,,3462.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LUX,Luxembourg,2014,,12.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LUX,Luxembourg,2014,,5.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,MEX,Mexico,2014,,4395.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,MEX,Mexico,2014,,1363.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,MEX,Mexico,2014,,18.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,NLD,Netherlands,2014,,505.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,NLD,Netherlands,2014,,100.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NLD,Netherlands,2014,,181.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,NZL,New Zealand,2014,,162.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,NZL,New Zealand,2014,,59.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,NZL,New Zealand,2014,,85.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NZL,New Zealand,2014,,27.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,POL,Poland,2014,,1096.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,POL,Poland,2014,,992.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,PRT,Portugal,2014,,225.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,PRT,Portugal,2014,,169.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,PRT,Portugal,2014,,118.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,PRT,Portugal,2014,,50.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVK,Slovak Republic,2014,,134.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SVK,Slovak Republic,2014,,73.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ESP,Spain,2014,,763.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ESP,Spain,2014,,557.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ESP,Spain,2014,,345.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ESP,Spain,2014,,118.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHE,Switzerland,2014,,289.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHE,Switzerland,2014,,108.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,TUR,Türkiye,2014,,1528.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,TUR,Türkiye,2014,,1394.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TUR,Türkiye,2014,,954.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,GBR,United Kingdom,2014,,1568.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,GBR,United Kingdom,2014,,843.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,GBR,United Kingdom,2014,,1568.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,USA,United States,2014,,5627.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,USA,United States,2014,,4509.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,USA,United States,2014,,1424.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,USA,United States,2014,,2988.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHL,Chile,2014,,363.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHL,Chile,2014,,241.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CHL,Chile,2014,,212.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,EST,Estonia,2014,,30.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,EST,Estonia,2014,,21.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,EST,Estonia,2014,,20.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,EST,Estonia,2014,,3.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISR,Israel,2014,,85.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISR,Israel,2014,,44.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISR,Israel,2014,,37.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ISR,Israel,2014,,24.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVN,Slovenia,2014,,29.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SVN,Slovenia,2014,,12.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,SVN,Slovenia,2014,,26.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUS,Australia,2014,,56.31,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUS,Australia,2014,,39.53,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUS,Australia,2014,,29.73,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUT,Austria,2014,,14.16,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUT,Austria,2014,,33.23,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUT,Austria,2014,,18.6,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,AUT,Austria,2014,,4.91,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BEL,Belgium,2014,,16.06,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BEL,Belgium,2014,,11.06,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2014,,3.66,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2014,,12.4,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CAN,Canada,2014,,20.32,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CAN,Canada,2014,,16.54,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CAN,Canada,2014,,20.12,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,CZE,Czechia,2014,,0.29,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FIN,Finland,2014,,47.24,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FIN,Finland,2014,,23.44,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FIN,Finland,2014,,34.79,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FRA,France,2014,,46.94,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FRA,France,2014,,29.92,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FRA,France,2014,,21.38,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,FRA,France,2014,,10.3,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,DEU,Germany,2014,,38.75,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,DEU,Germany,2014,,20.33,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,DEU,Germany,2014,,10.1,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,DEU,Germany,2014,,12.31,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,GRC,Greece,2014,,25.98,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,GRC,Greece,2014,,16.16,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GRC,Greece,2014,,11.38,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,GRC,Greece,2014,,0.37,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HUN,Hungary,2014,,17.64,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISL,Iceland,2014,,24.44,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISL,Iceland,2014,,24.44,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISL,Iceland,2014,,24.44,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ITA,Italy,2014,,18.44,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ITA,Italy,2014,,15.74,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,KOR,Korea,2014,,72.36,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ITA,Italy,2014,,7.58,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ITA,Italy,2014,,0.58,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,JPN,Japan,2014,,66.75,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,JPN,Japan,2014,,58.36,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,JPN,Japan,2014,,12.26,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,KOR,Korea,2014,,34.62,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,KOR,Korea,2014,,4.14,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,KOR,Korea,2014,,68.22,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2014,,21.57,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2014,,8.99,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,MEX,Mexico,2014,,36.64,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2014,,0.15,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2014,,11.36,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NLD,Netherlands,2014,,29.94,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NLD,Netherlands,2014,,5.93,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NLD,Netherlands,2014,,10.73,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NZL,New Zealand,2014,,35.87,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NZL,New Zealand,2014,,13.06,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,NZL,New Zealand,2014,,18.82,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NZL,New Zealand,2014,,5.98,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,POL,Poland,2014,,28.83,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,POL,Poland,2014,,26.1,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,PRT,Portugal,2014,,21.63,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2014,,16.25,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2014,,11.34,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2014,,4.81,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2014,,24.73,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2014,,13.47,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ESP,Spain,2014,,16.42,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ESP,Spain,2014,,11.98,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ESP,Spain,2014,,7.42,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ESP,Spain,2014,,2.54,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHE,Switzerland,2014,,35.29,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHE,Switzerland,2014,,13.19,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,TUR,Türkiye,2014,,19.8,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,TUR,Türkiye,2014,,18.06,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,TUR,Türkiye,2014,,12.36,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GBR,United Kingdom,2014,,24.27,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,GBR,United Kingdom,2014,,24.27,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,GBR,United Kingdom,2014,,13.05,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,USA,United States,2014,,17.67,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,USA,United States,2014,,14.16,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,USA,United States,2014,,4.47,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,USA,United States,2014,,9.38,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHL,Chile,2014,,20.41,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHL,Chile,2014,,13.55,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CHL,Chile,2014,,11.92,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,EST,Estonia,2014,,22.82,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,EST,Estonia,2014,,15.98,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,EST,Estonia,2014,,15.21,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,EST,Estonia,2014,,2.28,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISR,Israel,2014,,10.35,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISR,Israel,2014,,5.36,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISR,Israel,2014,,4.5,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ISR,Israel,2014,,2.92,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVN,Slovenia,2014,,14.06,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVN,Slovenia,2014,,5.82,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,SVN,Slovenia,2014,,12.61,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LTU,Lithuania,2014,,88.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LVA,Latvia,2014,,64.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LTU,Lithuania,2014,,24.89,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LVA,Latvia,2014,,15.05,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LTU,Lithuania,2014,,73.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LVA,Latvia,2014,,30.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LVA,Latvia,2014,,32.1,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LTU,Lithuania,2014,,94.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LTU,Lithuania,2014,,30.01,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LTU,Lithuania,2014,,32.06,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LVA,Latvia,2014,,45.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LVA,Latvia,2014,,22.57,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CRI,Costa Rica,2014,,30.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2014,,6.29,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2014,,9.01,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CRI,Costa Rica,2014,,43.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,COL,Colombia,2014,,11501.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,COL,Colombia,2014,,1368.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,COL,Colombia,2014,,22.53,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,COL,Colombia,2014,,241.3,A
HOSPGHOS,General hospitals,NOMBRENB,Number,COL,Colombia,2014,,1370.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,COL,Colombia,2014,,1074.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,COL,Colombia,2014,,28.7,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,COL,Colombia,2014,,28.74,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ROU,Romania,2014,,554.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BGR,Bulgaria,2014,,176.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2014,,48.31,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ROU,Romania,2014,,7.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2014,,33.22,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ROU,Romania,2014,,0.35,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HRV,Croatia,2014,,65.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BGR,Bulgaria,2014,,349.0,A
