VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,Value,OBS_STATUS
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2007,,0.67,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),GBR,United Kingdom,2007,,0.48,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2007,,0.3,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2007,,0.41,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2007,,0.21,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2007,,0.27,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2007,,0.04,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2007,,0.04,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,AUT,Austria,2007,,23.41,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,AUT,Austria,2007,,23.41,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,BEL,Belgium,2007,,41.36,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,BEL,Belgium,2007,,51.85,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,BEL,Belgium,2007,,70.1,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,CAN,Canada,2007,,1.74,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,CZE,Czechia,2007,,37.7,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,CZE,Czechia,2007,,49.91,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,DNK,Denmark,2007,,22.16,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,DNK,Denmark,2007,,24.02,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,DNK,Denmark,2007,,37.59,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,FIN,Finland,2007,,103.46,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,FRA,France,2007,,22.88,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,DEU,Germany,2007,,29.2,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,DEU,Germany,2007,,29.2,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,HUN,Hungary,2007,,16.38,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,ISL,Iceland,2007,,53.73,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,ISL,Iceland,2007,,53.73,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ISL,Iceland,2007,,91.23,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ITA,Italy,2007,,28.28,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,KOR,Korea,2007,,2.7,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,KOR,Korea,2007,,17.41,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,LUX,Luxembourg,2007,,29.94,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,LUX,Luxembourg,2007,,29.94,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,LUX,Luxembourg,2007,,54.77,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,NLD,Netherlands,2007,,13.01,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,NLD,Netherlands,2007,,15.25,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,NLD,Netherlands,2007,,18.47,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,NZL,New Zealand,2007,,38.16,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,NZL,New Zealand,2007,,39.21,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,NZL,New Zealand,2007,,42.6,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,NOR,Norway,2007,,40.76,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,NOR,Norway,2007,,45.91,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,NOR,Norway,2007,,62.39,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,POL,Poland,2007,,56.35,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,POL,Poland,2007,,84.49,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ESP,Spain,2007,,14.37,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,PRT,Portugal,2007,,18.49,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,SVK,Slovak Republic,2007,,30.48,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,POL,Poland,2007,,56.46,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,SWE,Sweden,2007,,64.66,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,SWE,Sweden,2007,,92.39,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,SWE,Sweden,2007,,61.78,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,TUR,Türkiye,2007,,37.25,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,GBR,United Kingdom,2007,,38.16,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,EST,Estonia,2007,,25.36,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,EST,Estonia,2007,,34.87,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,ISR,Israel,2007,,9.86,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ISR,Israel,2007,,12.86,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,SVN,Slovenia,2007,,3.78,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,SVN,Slovenia,2007,,4.14,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,LVA,Latvia,2007,,22.92,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,LTU,Lithuania,2007,,31.48,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2007,,0.29,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2007,,0.25,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),LVA,Latvia,2007,,479.0,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,LTU,Lithuania,2007,,31.55,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2007,,0.22,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),LTU,Lithuania,2007,,947.0,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2007,,0.29,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),LVA,Latvia,2007,,549.0,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,LVA,Latvia,2007,,19.99,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),LTU,Lithuania,2007,,945.0,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,ROU,Romania,2007,,22.6,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2007,,3401.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),HRV,Croatia,2007,,1545.0,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,HRV,Croatia,2007,,36.86,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,BGR,Bulgaria,2007,,45.14,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2007,,0.45,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2007,,0.36,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),ROU,Romania,2007,,4852.0,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2007,,0.23,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),AUT,Austria,2008,,1818.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),AUT,Austria,2008,,1818.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),BEL,Belgium,2008,,5344.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),BEL,Belgium,2008,,6681.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),BEL,Belgium,2008,,9019.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),CAN,Canada,2008,,738.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),CZE,Czechia,2008,,4305.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),CZE,Czechia,2008,,5920.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),DNK,Denmark,2008,,1491.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),DNK,Denmark,2008,,1573.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),DNK,Denmark,2008,,2506.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),FIN,Finland,2008,,6102.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),FRA,France,2008,,19651.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),DEU,Germany,2008,,20000.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),DEU,Germany,2008,,21000.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),HUN,Hungary,2008,,1652.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),ISL,Iceland,2008,,250.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),ISL,Iceland,2008,,250.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),ISL,Iceland,2008,,438.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),ITA,Italy,2008,,16489.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),JPN,Japan,2008,,24777.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),JPN,Japan,2008,,27789.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),KOR,Korea,2008,,1275.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),KOR,Korea,2008,,8565.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),LUX,Luxembourg,2008,,168.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),LUX,Luxembourg,2008,,177.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),LUX,Luxembourg,2008,,316.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),NLD,Netherlands,2008,,2503.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),NLD,Netherlands,2008,,2900.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),NLD,Netherlands,2008,,3520.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),NZL,New Zealand,2008,,2396.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),NZL,New Zealand,2008,,2471.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),NZL,New Zealand,2008,,2751.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),NOR,Norway,2008,,2443.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),NOR,Norway,2008,,2800.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),NOR,Norway,2008,,3766.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),POL,Poland,2008,,22245.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),POL,Poland,2008,,22459.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),POL,Poland,2008,,33373.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),PRT,Portugal,2008,,2029.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),SVK,Slovak Republic,2008,,1761.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),ESP,Spain,2008,,7217.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),SWE,Sweden,2008,,6715.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),SWE,Sweden,2008,,7025.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),SWE,Sweden,2008,,10162.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),TUR,Türkiye,2008,,47673.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),GBR,United Kingdom,2008,,29892.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),EST,Estonia,2008,,402.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),EST,Estonia,2008,,586.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),ISR,Israel,2008,,1537.0,A
MIDWMILP,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),ISR,Israel,2008,,2010.0,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),SVN,Slovenia,2008,,95.0,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),SVN,Slovenia,2008,,85.0,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),AUT,Austria,2008,,0.22,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),AUT,Austria,2008,,0.22,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),BEL,Belgium,2008,,0.5,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),BEL,Belgium,2008,,0.62,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),BEL,Belgium,2008,,0.84,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),CAN,Canada,2008,,0.02,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),CZE,Czechia,2008,,0.41,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),CZE,Czechia,2008,,0.57,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2008,,0.27,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2008,,0.29,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2008,,0.46,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),FIN,Finland,2008,,1.15,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),FRA,France,2008,,0.31,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),DEU,Germany,2008,,0.24,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),DEU,Germany,2008,,0.26,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),HUN,Hungary,2008,,0.16,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),ISL,Iceland,2008,,0.79,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),ISL,Iceland,2008,,0.79,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),ISL,Iceland,2008,,1.38,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),ITA,Italy,2008,,0.28,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),JPN,Japan,2008,,0.19,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),JPN,Japan,2008,,0.22,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2008,,0.03,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2008,,0.17,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),LUX,Luxembourg,2008,,0.34,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),LUX,Luxembourg,2008,,0.36,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),LUX,Luxembourg,2008,,0.65,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),NLD,Netherlands,2008,,0.15,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),NLD,Netherlands,2008,,0.18,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),NLD,Netherlands,2008,,0.21,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),NZL,New Zealand,2008,,0.56,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),NZL,New Zealand,2008,,0.58,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),NZL,New Zealand,2008,,0.65,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2008,,0.51,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2008,,0.59,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2008,,0.79,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),POL,Poland,2008,,0.58,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),POL,Poland,2008,,0.59,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),POL,Poland,2008,,0.88,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),PRT,Portugal,2008,,0.19,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),SVK,Slovak Republic,2008,,0.33,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),ESP,Spain,2008,,0.16,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),SWE,Sweden,2008,,1.1,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),SWE,Sweden,2008,,0.73,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),SWE,Sweden,2008,,0.76,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2008,,0.67,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),GBR,United Kingdom,2008,,0.48,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2008,,0.3,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2008,,0.44,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2008,,0.21,A
MIDWMILP,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2008,,0.27,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2008,,0.04,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2008,,0.05,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,AUT,Austria,2008,,23.38,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,BEL,Belgium,2008,,42.01,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,BEL,Belgium,2008,,52.52,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,AUT,Austria,2008,,23.38,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,BEL,Belgium,2008,,70.9,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,CAN,Canada,2008,,1.95,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,CZE,Czechia,2008,,36.0,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,CZE,Czechia,2008,,49.51,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,DNK,Denmark,2008,,22.93,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,DNK,Denmark,2008,,24.19,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,DNK,Denmark,2008,,38.53,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,FIN,Finland,2008,,102.5,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,FRA,France,2008,,23.7,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,DEU,Germany,2008,,29.3,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,DEU,Germany,2008,,30.77,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,HUN,Hungary,2008,,16.66,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,ISL,Iceland,2008,,51.71,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,ISL,Iceland,2008,,51.71,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ISL,Iceland,2008,,90.59,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ITA,Italy,2008,,28.59,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,JPN,Japan,2008,,22.71,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,LUX,Luxembourg,2008,,31.63,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,JPN,Japan,2008,,25.47,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,KOR,Korea,2008,,2.74,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,KOR,Korea,2008,,18.38,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,LUX,Luxembourg,2008,,30.02,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,LUX,Luxembourg,2008,,56.47,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,NLD,Netherlands,2008,,13.56,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,NLD,Netherlands,2008,,15.71,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,NLD,Netherlands,2008,,19.06,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,NZL,New Zealand,2008,,37.24,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,NZL,New Zealand,2008,,38.4,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,NZL,New Zealand,2008,,42.76,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,NOR,Norway,2008,,40.38,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,NOR,Norway,2008,,46.28,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,NOR,Norway,2008,,62.25,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,POL,Poland,2008,,53.67,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,POL,Poland,2008,,80.51,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,PRT,Portugal,2008,,19.4,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,SVK,Slovak Republic,2008,,30.7,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,POL,Poland,2008,,54.18,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ESP,Spain,2008,,13.92,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,SWE,Sweden,2008,,61.44,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,SWE,Sweden,2008,,64.27,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,SWE,Sweden,2008,,92.97,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,TUR,Türkiye,2008,,37.77,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,GBR,United Kingdom,2008,,37.63,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,EST,Estonia,2008,,25.08,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,EST,Estonia,2008,,36.56,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,ISR,Israel,2008,,9.79,A
MIDWMILP,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,ISR,Israel,2008,,12.81,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,SVN,Slovenia,2008,,3.9,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,SVN,Slovenia,2008,,4.35,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,LVA,Latvia,2008,,23.73,A
MIDWMIDW,Practising midwives,MILBIRNB,Per 1 000 live births,LTU,Lithuania,2008,,29.46,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2008,,0.29,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2008,,0.27,A
MIDWMIDW,Practising midwives,PERSMYNB,Number of persons (head counts),LVA,Latvia,2008,,473.0,A
MIDWMIPA,Professionally active midwives,MILBIRNB,Per 1 000 live births,LTU,Lithuania,2008,,29.55,A
MIDWMIDW,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2008,,0.22,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),LTU,Lithuania,2008,,932.0,A
MIDWMIPA,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2008,,0.29,A
MIDWMIPA,Professionally active midwives,PERSMYNB,Number of persons (head counts),LVA,Latvia,2008,,579.0,A
