STRUCTURE_ID,STRUCTURE_NAME,Variable,UNIT,Measure,Country,Year,Value
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Poland,,56.35
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Poland,,84.49
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Spain,,14.37
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Portugal,,18.49
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Slovak Republic,,30.48
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Poland,,56.46
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Sweden,,64.66
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Sweden,,92.39
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Sweden,,61.78
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Türkiye,,37.25
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,United Kingdom,,38.16
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Estonia,,25.36
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Estonia,,34.87
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Israel,,9.86
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Israel,,12.86
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Slovenia,,3.78
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Slovenia,,4.14
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Latvia,,22.92
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Lithuania,,31.48
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Lithuania,,0.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Latvia,,0.25
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Latvia,,479.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Lithuania,,31.55
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Latvia,,0.22
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Lithuania,,947.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Lithuania,,0.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Latvia,,549.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Latvia,,19.99
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Lithuania,,945.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Romania,,22.6
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Bulgaria,,3401.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Croatia,,1545.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Croatia,,36.86
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Bulgaria,,45.14
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Bulgaria,,0.45
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Croatia,,0.36
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Romania,,4852.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Romania,,0.23
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Austria,,1818.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Austria,,1818.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Belgium,,5344.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Belgium,,6681.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Belgium,,9019.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Canada,,738.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Czechia,,4305.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Czechia,,5920.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Denmark,,1491.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Denmark,,1573.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Denmark,,2506.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Finland,,6102.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),France,,19651.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Germany,,20000.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Germany,,21000.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Hungary,,1652.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Iceland,,250.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Iceland,,250.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Iceland,,438.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Italy,,16489.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Japan,,24777.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Japan,,27789.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Korea,,1275.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Korea,,8565.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Luxembourg,,168.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Luxembourg,,177.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Luxembourg,,316.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Netherlands,,2503.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Netherlands,,2900.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Netherlands,,3520.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),New Zealand,,2396.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),New Zealand,,2471.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),New Zealand,,2751.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Norway,,2443.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Norway,,2800.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Norway,,3766.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Poland,,22245.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Poland,,22459.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Poland,,33373.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Portugal,,2029.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Slovak Republic,,1761.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Spain,,7217.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Sweden,,6715.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Sweden,,7025.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Sweden,,10162.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Türkiye,,47673.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),United Kingdom,,29892.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Estonia,,402.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Estonia,,586.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Israel,,1537.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Israel,,2010.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Slovenia,,95.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Slovenia,,85.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Austria,,0.22
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Austria,,0.22
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Belgium,,0.5
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Belgium,,0.62
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Belgium,,0.84
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Canada,,0.02
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Czechia,,0.41
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Czechia,,0.57
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Denmark,,0.27
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Denmark,,0.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Denmark,,0.46
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Finland,,1.15
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),France,,0.31
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Germany,,0.24
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Germany,,0.26
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Hungary,,0.16
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Iceland,,0.79
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Iceland,,0.79
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Iceland,,1.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Italy,,0.28
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Japan,,0.19
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Japan,,0.22
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Korea,,0.03
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Korea,,0.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Luxembourg,,0.34
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Luxembourg,,0.36
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Luxembourg,,0.65
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Netherlands,,0.15
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Netherlands,,0.18
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Netherlands,,0.21
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),New Zealand,,0.56
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),New Zealand,,0.58
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),New Zealand,,0.65
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Norway,,0.51
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Norway,,0.59
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Norway,,0.79
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Poland,,0.58
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Poland,,0.59
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Poland,,0.88
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Portugal,,0.19
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Slovak Republic,,0.33
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Spain,,0.16
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Sweden,,1.1
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Sweden,,0.73
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Sweden,,0.76
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Türkiye,,0.67
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),United Kingdom,,0.48
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Estonia,,0.3
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Estonia,,0.44
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Israel,,0.21
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Israel,,0.27
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Slovenia,,0.04
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Slovenia,,0.05
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Austria,,23.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Belgium,,42.01
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Belgium,,52.52
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Austria,,23.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Belgium,,70.9
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Canada,,1.95
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Czechia,,36.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Czechia,,49.51
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Denmark,,22.93
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Denmark,,24.19
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Denmark,,38.53
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Finland,,102.5
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,France,,23.7
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Germany,,29.3
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Germany,,30.77
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Hungary,,16.66
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Iceland,,51.71
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Iceland,,51.71
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Iceland,,90.59
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Italy,,28.59
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Japan,,22.71
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Luxembourg,,31.63
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Japan,,25.47
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Korea,,2.74
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Korea,,18.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Luxembourg,,30.02
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Luxembourg,,56.47
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Netherlands,,13.56
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Netherlands,,15.71
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Netherlands,,19.06
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,New Zealand,,37.24
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,New Zealand,,38.4
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,New Zealand,,42.76
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Norway,,40.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Norway,,46.28
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Norway,,62.25
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Poland,,53.67
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Poland,,80.51
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Portugal,,19.4
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Slovak Republic,,30.7
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Poland,,54.18
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Spain,,13.92
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Sweden,,61.44
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Sweden,,64.27
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Sweden,,92.97
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Türkiye,,37.77
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,United Kingdom,,37.63
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Estonia,,25.08
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Estonia,,36.56
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Israel,,9.79
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Israel,,12.81
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Slovenia,,3.9
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Slovenia,,4.35
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Latvia,,23.73
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Lithuania,,29.46
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Lithuania,,0.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Latvia,,0.27
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Latvia,,473.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Lithuania,,29.55
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Latvia,,0.22
