STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),USA,United States,2018,,1.82,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),USA,United States,2018,,1.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),USA,United States,2018,,0.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),USA,United States,2018,,8.77,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2018,,0.96,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2018,,0.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2018,,2.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2018,,0.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2018,,2.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2018,,0.79,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2018,,0.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2018,,2.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2018,,0.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2018,,2.27,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2018,,2.39,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2018,,4.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2018,,2.61,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2018,,2.64,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),EST,Estonia,2018,,1.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2018,,3.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),EST,Estonia,2018,,3.71,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),EST,Estonia,2018,,2.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),EST,Estonia,2018,,1.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2018,,2.2,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2018,,0.19,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2018,,0.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2018,,1.47,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2018,,3.84,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2018,,2.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2018,,2.83,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2018,,0.16,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2018,,0.3,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2018,,1.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2018,,3.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2018,,1.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2018,,3.03,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LVA,Latvia,2018,,1.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2018,,3.09,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2018,,5.22,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2018,,2.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2018,,1.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),LTU,Lithuania,2018,,3.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2018,,3.48,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2018,,5.52,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2018,,1.83,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2018,,2.27,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2018,,1.14,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),LTU,Lithuania,2018,,3.91,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2018,,1.87,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2018,,3.23,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2018,,1.56,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),CHE,Switzerland,2018,,5.74,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,2.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,10,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,3.19,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HRV,Croatia,2018,,11.22,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,29342,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,7096,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HRV,Croatia,2018,,1.19,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2018,,24854,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,1.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),ROU,Romania,2018,,32.47,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,2.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),ROU,Romania,2018,,15.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2018,,8.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2018,,24.15,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,8714,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ROU,Romania,2018,,6.37,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ROU,Romania,2018,,24.84,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HRV,Croatia,2018,,29.17,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,1.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ROU,Romania,2018,,16.77,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),ROU,Romania,2018,,6.39,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,2.94,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,1.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2018,,70241,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,568,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2018,,0.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PERSMYNB,Number of persons (head counts),ROU,Romania,2018,,26968,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,5368,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),ROU,Romania,2018,,57359,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,1.52,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2018,,169,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,7690,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2018,,22419,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PERSMYNB,Number of persons (head counts),ROU,Romania,2018,,29687,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HRV,Croatia,2018,,25.37,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,176297,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,12134,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ROU,Romania,2018,,4.37,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,13954,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,11268,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2018,,35.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,9.09,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PERSMYNB,Number of persons (head counts),ROU,Romania,2018,,7733,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),ROU,Romania,2018,,24.9,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,43893,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,1.51,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,0.39,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,2.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,3.41,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HRV,Croatia,2018,,18.22,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,0.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,3.54,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,26860.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,0.14,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,1.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),HRV,Croatia,2018,,11.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,PERSMYNB,Number of persons (head counts),HRV,Croatia,2018,,47834,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),BGR,Bulgaria,2018,,31.92,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ROU,Romania,2018,,32.41,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),ROU,Romania,2018,,15.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PERSMYNB,Number of persons (head counts),BGR,Bulgaria,2018,,5839,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),ROU,Romania,2018,,16.64,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PFHEMPEF,% of total hospital employment (FTE),ROU,Romania,2018,,4.36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,9.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ROU,Romania,2018,,57243.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,2.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSEFEF,Density per 1 000 population (FTE),ROU,Romania,2018,,0.58,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,0.83,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),BGR,Bulgaria,2018,,2.41,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,2.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,DENSPPNB,Density per 1 000 population (head counts),ROU,Romania,2018,,0.58,,A,,,,,,,
